"V1" "V2"
"2044" "Copepod nauplius" "gastropod"
"2045" "Copepoda juv." "gastropod"
"2046" "Corycaeus sp." "gastropod"
"2047" "Ctenocalanus sp." "gastropod"
"2048" "Cyclopoid copepodite" "gastropod"
"2049" "E. superba eggs" "gastropod"
"2050" "E. superba nauplius" "gastropod"
"2051" "egg" "gastropod"
"2052" "Eucalanus sp." "gastropod"
"2053" "Euchaeta sp." "gastropod"
"2054" "Euphausid calyptopis" "gastropod"
"2055" "fish eggs" "gastropod"
"2056" "Harpacticoid" "gastropod"
"2057" "Heterorhabdus sp." "gastropod"
"2058" "Limacina helicina" "gastropod"
"2059" "Medusa" "gastropod"
"2060" "Metridia gerlacei" "gastropod"
"2061" "Metridia sp." "gastropod"
"2062" "Microcalanus pygmaeus" "gastropod"
"2063" "Nauplius" "gastropod"
"2064" "Oikopleura" "gastropod"
"2065" "Oithona sp." "gastropod"
"2066" "Oncaea sp." "gastropod"
"2067" "Ostracod" "gastropod"
"2068" "Polychaete" "gastropod"
"2069" "Protozoa" "gastropod"
"2070" "Stephus longipes" "gastropod"
"2071" "Tintinnid" "gastropod"
"2072" "Unidentified" "gastropod"
"2073" "Unidentified crustacean" "gastropod"
"2074" "Unidentified crustacean egg" "gastropod"
"2075" "unidentified invert larva" "gastropod"
"2076" "Calliopius sp." "gelatinous"
"2077" "Clupea pallasii" "gelatinous"
"2078" "Copepod copepodite" "gelatinous"
"2079" "Copepod egg" "gelatinous"
"2080" "copepod nauplius" "gelatinous"
"2081" "E.superba furcilia" "gelatinous"
"2082" "Eucalanus bungii" "gelatinous"
"2083" "Lumpenus sagitta" "gelatinous"
"2084" "Pleuragramma antarcticum" "gelatinous"
"2085" "Rhincalanus gigas" "gelatinous"
"2086" "Roundworm" "gelatinous"
"2087" "Schistomysis spiritus" "gelatinous"
"2088" "Theragra chalcogramma" "gelatinous"
"2089" "Thysanoessa inermis" "gelatinous"
"2090" "Thysanoessa macrura" "gelatinous"
"2091" "Thysanoessa spinefera" "gelatinous"
"2092" "Acanthocepola sp." "gelatinous"
"2093" "Benthosema glaciale" "gelatinous"
"2094" "Carangoides sp." "gelatinous"
"2095" "Ceratoscopelus maderensis" "gelatinous"
"2096" "Cynoglossus sp." "gelatinous"
"2097" "Diaphus garmani" "gelatinous"
"2098" "Hygophum benoiti" "gelatinous"
"2099" "Lampanyctus crocodilus" "gelatinous"
"2100" "Lumpenella longirostris" "gelatinous"
"2101" "Merluccius productus" "gelatinous"
"2102" "Myctophum asperum" "gelatinous"
"2103" "Myctophum punctatum" "gelatinous"
"2104" "Notolepis rissoi" "gelatinous"
"2105" "Scorpaenodes sp." "gelatinous"
"2106" "Sebastes sp." "gelatinous"
"2107" "Amphipod" "Glyptocephalus cynoglossus"
"2108" "Appendicularians house" "Glyptocephalus cynoglossus"
"2109" "brachyura larvae" "Glyptocephalus cynoglossus"
"2110" "Calanoid copepodite" "Glyptocephalus cynoglossus"
"2111" "Calanoides acutus" "Glyptocephalus cynoglossus"
"2112" "Calanus pacificus" "Glyptocephalus cynoglossus"
"2113" "Calanus propinquus" "Glyptocephalus cynoglossus"
"2114" "Calanus sp." "Glyptocephalus cynoglossus"
"2115" "Centropages typicus - copepodite" "Glyptocephalus cynoglossus"
"2116" "cladocera" "Glyptocephalus cynoglossus"
"2117" "Cladocera" "Glyptocephalus cynoglossus"
"2118" "copepod" "Glyptocephalus cynoglossus"
"2119" "Corycaeus sp." "Glyptocephalus cynoglossus"
"2120" "crab megalope" "Glyptocephalus cynoglossus"
"2121" "Cyclopoid copepodite" "Glyptocephalus cynoglossus"
"2122" "Decapod zoea" "Glyptocephalus cynoglossus"
"2123" "E. superba eggs" "Glyptocephalus cynoglossus"
"2124" "E. superba nauplius" "Glyptocephalus cynoglossus"
"2125" "Eucalanus sp." "Glyptocephalus cynoglossus"
"2126" "Euchaeta sp." "Glyptocephalus cynoglossus"
"2127" "Euphausid calyptopis" "Glyptocephalus cynoglossus"
"2128" "Heterorhabdus sp." "Glyptocephalus cynoglossus"
"2129" "isopod" "Glyptocephalus cynoglossus"
"2130" "Medusa" "Glyptocephalus cynoglossus"
"2131" "Metridia gerlacei" "Glyptocephalus cynoglossus"
"2132" "Metridia sp." "Glyptocephalus cynoglossus"
"2133" "Oikopleura" "Glyptocephalus cynoglossus"
"2134" "Ostracod" "Glyptocephalus cynoglossus"
"2135" "Polychaete" "Glyptocephalus cynoglossus"
"2136" "Protozoa" "Glyptocephalus cynoglossus"
"2137" "Rhincalanus gigas" "Glyptocephalus cynoglossus"
"2138" "Unidentified" "Glyptocephalus cynoglossus"
"2139" "Unidentified crustacean" "Glyptocephalus cynoglossus"
"2140" "unidentified invert larva" "Glyptocephalus cynoglossus"
"2141" "Amphipod" "Goby"
"2142" "Appendicularians house" "Goby"
"2143" "brachyura larvae" "Goby"
"2144" "Calanoid copepodite" "Goby"
"2145" "Calanoides acutus" "Goby"
"2146" "Calanus pacificus" "Goby"
"2147" "Calanus propinquus" "Goby"
"2148" "Calanus sp." "Goby"
"2149" "Centropages typicus - copepodite" "Goby"
"2150" "cladocera" "Goby"
"2151" "Cladocera" "Goby"
"2152" "copepod" "Goby"
"2153" "Corycaeus sp." "Goby"
"2154" "crab megalope" "Goby"
"2155" "Ctenocalanus sp." "Goby"
"2156" "Cyclopoid copepodite" "Goby"
"2157" "Decapod zoea" "Goby"
"2158" "E. superba eggs" "Goby"
"2159" "E. superba nauplius" "Goby"
"2160" "Eucalanus sp." "Goby"
"2161" "Euchaeta sp." "Goby"
"2162" "Euphausid calyptopis" "Goby"
"2163" "fish eggs" "Goby"
"2164" "Heterorhabdus sp." "Goby"
"2165" "isopod" "Goby"
"2166" "Medusa" "Goby"
"2167" "Metridia gerlacei" "Goby"
"2168" "Metridia sp." "Goby"
"2169" "Nauplius" "Goby"
"2170" "Oikopleura" "Goby"
"2171" "Ostracod" "Goby"
"2172" "Polychaete" "Goby"
"2173" "Protozoa" "Goby"
"2174" "Rhincalanus gigas" "Goby"
"2175" "Stephus longipes" "Goby"
"2176" "Unidentified" "Goby"
"2177" "Unidentified crustacean" "Goby"
"2178" "unidentified invert larva" "Goby"
"2179" "amphipod" "Gonatus steenstrupi"
"2180" "Benthosema glaciale" "Gonatus steenstrupi"
"2181" "Bivalve" "Gonatus steenstrupi"
"2182" "Calliopius sp." "Gonatus steenstrupi"
"2183" "Copepod copepodite" "Gonatus steenstrupi"
"2184" "copepod nauplius" "Gonatus steenstrupi"
"2185" "crustacean larva" "Gonatus steenstrupi"
"2186" "E.superba furcilia" "Gonatus steenstrupi"
"2187" "Euphausa superba" "Gonatus steenstrupi"
"2188" "euphausia" "Gonatus steenstrupi"
"2189" "fish larvae" "Gonatus steenstrupi"
"2190" "gastropod" "Gonatus steenstrupi"
"2191" "Glyptocephalus cynoglossus" "Gonatus steenstrupi"
"2192" "Goby" "Gonatus steenstrupi"
"2193" "Gonostomatidae sp." "Gonatus steenstrupi"
"2194" "Hyperidae" "Gonatus steenstrupi"
"2195" "Insects" "Gonatus steenstrupi"
"2196" "Lepidotrigla cavillone" "Gonatus steenstrupi"
"2197" "Loligo pealei or Illex illecebrosus" "Gonatus steenstrupi"
"2198" "Maurolicus muelleri" "Gonatus steenstrupi"
"2199" "Meganyctiphanes norvegica" "Gonatus steenstrupi"
"2200" "Mysidacea" "Gonatus steenstrupi"
"2201" "Notothenia gibberifrons" "Gonatus steenstrupi"
"2202" "Notothenia neglecta" "Gonatus steenstrupi"
"2203" "Nototheniops larseni" "Gonatus steenstrupi"
"2204" "Ophidion elongatus" "Gonatus steenstrupi"
"2205" "Pleuragramma antarcticum" "Gonatus steenstrupi"
"2206" "Roundworm" "Gonatus steenstrupi"
"2207" "silversides, anchovies and 'other fish prey'" "Gonatus steenstrupi"
"2208" "Themisto pacifica" "Gonatus steenstrupi"
"2209" "Theragra chalcogramma" "Gonatus steenstrupi"
"2210" "Thysanoessa inermis" "Gonatus steenstrupi"
"2211" "Thysanoessa macrura" "Gonatus steenstrupi"
"2212" "Thysanoessa raschii" "Gonatus steenstrupi"
"2213" "Thysanoessa spinefera" "Gonatus steenstrupi"
"2214" "Acanthocepola sp." "Gonatus steenstrupi"
"2215" "Ammodytes hexapterus" "Gonatus steenstrupi"
"2216" "Anarhichas lupus" "Gonatus steenstrupi"
"2217" "Anarhichas minor" "Gonatus steenstrupi"
"2218" "Benthosema glaciale" "Gonatus steenstrupi"
"2219" "Carangoides sp." "Gonatus steenstrupi"
"2220" "Chionodraco rastrospinosus" "Gonatus steenstrupi"
"2221" "Diaphus garmani" "Gonatus steenstrupi"
"2222" "Dicentrarchus labrax" "Gonatus steenstrupi"
"2223" "Gilbertidia sigalutes" "Gonatus steenstrupi"
"2224" "Hemilepidotus hemilepidotus" "Gonatus steenstrupi"
"2225" "Hemilepidotus spinosus" "Gonatus steenstrupi"
"2226" "Hygophum benoiti" "Gonatus steenstrupi"
"2227" "Lumpenella longirostris" "Gonatus steenstrupi"
"2228" "Lumpenus sagitta" "Gonatus steenstrupi"
"2229" "Merluccius productus" "Gonatus steenstrupi"
"2230" "Myctophum asperum" "Gonatus steenstrupi"
"2231" "Myctophum punctatum" "Gonatus steenstrupi"
"2232" "Nototheniops larseni" "Gonatus steenstrupi"
"2233" "Oncorhynchus gorbuscha" "Gonatus steenstrupi"
"2234" "Ophiodon elongatus" "Gonatus steenstrupi"
"2235" "Pleuragramma antarcticum" "Gonatus steenstrupi"
"2236" "Psychrolutes paradoxus" "Gonatus steenstrupi"
"2237" "Rhamphocottus richardsoni" "Gonatus steenstrupi"
"2238" "Scorpaenodes sp." "Gonatus steenstrupi"
"2239" "Sebastes sp." "Gonatus steenstrupi"
"2240" "Theragra chalcogramma" "Gonatus steenstrupi"
"2241" "brachyura larvae" "Gonostomatidae sp."
"2242" "Calanoid copepodite" "Gonostomatidae sp."
"2243" "Calanoides acutus" "Gonostomatidae sp."
"2244" "Calanus pacificus" "Gonostomatidae sp."
"2245" "Calanus propinquus" "Gonostomatidae sp."
"2246" "Calanus sp." "Gonostomatidae sp."
"2247" "cladocera" "Gonostomatidae sp."
"2248" "Cladocera" "Gonostomatidae sp."
"2249" "copepod" "Gonostomatidae sp."
"2250" "crab megalope" "Gonostomatidae sp."
"2251" "Cyclopoid copepodite" "Gonostomatidae sp."
"2252" "Decapod zoea" "Gonostomatidae sp."
"2253" "Eucalanus bungii" "Gonostomatidae sp."
"2254" "Eucalanus sp." "Gonostomatidae sp."
"2255" "Euchaeta sp." "Gonostomatidae sp."
"2256" "Euphausid calyptopis" "Gonostomatidae sp."
"2257" "Heterorhabdus sp." "Gonostomatidae sp."
"2258" "isopod" "Gonostomatidae sp."
"2259" "Lumpenus sagitta" "Gonostomatidae sp."
"2260" "Metridia gerlacei" "Gonostomatidae sp."
"2261" "Metridia sp." "Gonostomatidae sp."
"2262" "Oikopleura" "Gonostomatidae sp."
"2263" "Ostracod" "Gonostomatidae sp."
"2264" "Polychaete" "Gonostomatidae sp."
"2265" "Rhincalanus gigas" "Gonostomatidae sp."
"2266" "Unidentified" "Gonostomatidae sp."
"2267" "Unidentified crustacean" "Gonostomatidae sp."
"2268" "unidentified invert larva" "Gonostomatidae sp."
"2269" "Cynoglossus sp." "Gonostomatidae sp."
"2270" "amphipod" "Gurnard"
"2271" "Bivalve" "Gurnard"
"2272" "Calliopius sp." "Gurnard"
"2273" "Clupea pallasii" "Gurnard"
"2274" "Copepod copepodite" "Gurnard"
"2275" "Copepod egg" "Gurnard"
"2276" "copepod nauplius" "Gurnard"
"2277" "E.superba furcilia" "Gurnard"
"2278" "Eucalanus bungii" "Gurnard"
"2279" "Euphausa superba" "Gurnard"
"2280" "euphausia" "Gurnard"
"2281" "gastropod" "Gurnard"
"2282" "Hyperidae" "Gurnard"
"2283" "Insects" "Gurnard"
"2284" "Lumpenus sagitta" "Gurnard"
"2285" "Notothenia neglecta" "Gurnard"
"2286" "Nototheniops larseni" "Gurnard"
"2287" "Ophidion elongatus" "Gurnard"
"2288" "Pleuragramma antarcticum" "Gurnard"
"2289" "Roundworm" "Gurnard"
"2290" "Schistomysis spiritus" "Gurnard"
"2291" "Theragra chalcogramma" "Gurnard"
"2292" "Thysanoessa inermis" "Gurnard"
"2293" "Thysanoessa macrura" "Gurnard"
"2294" "Thysanoessa raschii" "Gurnard"
"2295" "Thysanoessa spinefera" "Gurnard"
"2296" "Acanthocepola sp." "Gurnard"
"2297" "Ammodytes hexapterus" "Gurnard"
"2298" "Benthosema glaciale" "Gurnard"
"2299" "Carangoides sp." "Gurnard"
"2300" "Ceratoscopelus maderensis" "Gurnard"
"2301" "Chionodraco rastrospinosus" "Gurnard"
"2302" "Cynoglossus sp." "Gurnard"
"2303" "Diaphus garmani" "Gurnard"
"2304" "Hemilepidotus spinosus" "Gurnard"
"2305" "Hygophum benoiti" "Gurnard"
"2306" "Lampanyctus crocodilus" "Gurnard"
"2307" "Lumpenella longirostris" "Gurnard"
"2308" "Lumpenus sagitta" "Gurnard"
"2309" "Merluccius productus" "Gurnard"
"2310" "Myctophum asperum" "Gurnard"
"2311" "Myctophum punctatum" "Gurnard"
"2312" "Notolepis rissoi" "Gurnard"
"2313" "Rhamphocottus richardsoni" "Gurnard"
"2314" "Scorpaenodes sp." "Gurnard"
"2315" "Sebastes sp." "Gurnard"
"2316" "Agonus cataphractus" "Haliphron atlanticus"
"2317" "Ammodytes sp." "Haliphron atlanticus"
"2318" "amphipod" "Haliphron atlanticus"
"2319" "Arctozenus risso" "Haliphron atlanticus"
"2320" "Benthosema glaciale" "Haliphron atlanticus"
"2321" "Bivalve" "Haliphron atlanticus"
"2322" "Buglossidium luteum" "Haliphron atlanticus"
"2323" "Callionymus maculatus" "Haliphron atlanticus"
"2324" "Capros aper" "Haliphron atlanticus"
"2325" "Ceratoscopelus maderensis" "Haliphron atlanticus"
"2326" "Chaetognatha" "Haliphron atlanticus"
"2327" "Clupeoid" "Haliphron atlanticus"
"2328" "crustacean" "Haliphron atlanticus"
"2329" "crustacean larva" "Haliphron atlanticus"
"2330" "Deltentosteus quadrimaculatus" "Haliphron atlanticus"
"2331" "euphausia" "Haliphron atlanticus"
"2332" "Euphausid furcilia" "Haliphron atlanticus"
"2333" "fish larvae" "Haliphron atlanticus"
"2334" "Funchalia woodwardii" "Haliphron atlanticus"
"2335" "Gadiculus argenteus" "Haliphron atlanticus"
"2336" "Gadiculus sp." "Haliphron atlanticus"
"2337" "Gadoid" "Haliphron atlanticus"
"2338" "Gaidropsarus sp." "Haliphron atlanticus"
"2339" "Gaidropsarus vulgaris" "Haliphron atlanticus"
"2340" "gastropod" "Haliphron atlanticus"
"2341" "gelatinous" "Haliphron atlanticus"
"2342" "Glyptocephalus cynoglossus" "Haliphron atlanticus"
"2343" "Goby" "Haliphron atlanticus"
"2344" "Gonostomatidae sp." "Haliphron atlanticus"
"2345" "Hatchet fish" "Haliphron atlanticus"
"2346" "Hyperidae" "Haliphron atlanticus"
"2347" "Insects" "Haliphron atlanticus"
"2348" "Lepidotrigla cavillone" "Haliphron atlanticus"
"2349" "Lobianchia gemellari" "Haliphron atlanticus"
"2350" "Loligo pealei or Illex illecebrosus" "Haliphron atlanticus"
"2351" "Macroparalepis affinis" "Haliphron atlanticus"
"2352" "Maurolicus muelleri" "Haliphron atlanticus"
"2353" "Meganyctiphanes norvegica" "Haliphron atlanticus"
"2354" "Myctophid" "Haliphron atlanticus"
"2355" "Myctophum punctatum" "Haliphron atlanticus"
"2356" "Mysidacea" "Haliphron atlanticus"
"2357" "Notothenia gibberifrons" "Haliphron atlanticus"
"2358" "Octopoteuthis sp" "Haliphron atlanticus"
"2359" "Ophidion elongatus" "Haliphron atlanticus"
"2360" "Paralepididae sp" "Haliphron atlanticus"
"2361" "Parathemisto gaudichaudi" "Haliphron atlanticus"
"2362" "Rockling" "Haliphron atlanticus"
"2363" "Scaldfish" "Haliphron atlanticus"
"2364" "Scyliorhinus canicula" "Haliphron atlanticus"
"2365" "Sepiolidae" "Haliphron atlanticus"
"2366" "Serranus hepatus" "Haliphron atlanticus"
"2367" "silversides, anchovies and 'other fish prey'" "Haliphron atlanticus"
"2368" "Sprattus sprattus" "Haliphron atlanticus"
"2369" "squid unidentified" "Haliphron atlanticus"
"2370" "Symbolophorus veranyi" "Haliphron atlanticus"
"2371" "Themisto pacifica" "Haliphron atlanticus"
"2372" "Trisopterus esmarkii" "Haliphron atlanticus"
"2373" "unidentified squid" "Haliphron atlanticus"
"2374" "Ammodytes hexapterus" "Haliphron atlanticus"
"2375" "Anarhichas lupus" "Haliphron atlanticus"
"2376" "Anarhichas minor" "Haliphron atlanticus"
"2377" "Chionodraco rastrospinosus" "Haliphron atlanticus"
"2378" "Clupea pallasii" "Haliphron atlanticus"
"2379" "Dicentrarchus labrax" "Haliphron atlanticus"
"2380" "Gasterosteus aculeatus" "Haliphron atlanticus"
"2381" "Gilbertidia sigalutes" "Haliphron atlanticus"
"2382" "Hemilepidotus hemilepidotus" "Haliphron atlanticus"
"2383" "Hemilepidotus spinosus" "Haliphron atlanticus"
"2384" "Hexagrammos decagrammus" "Haliphron atlanticus"
"2385" "Hypomesus pretiosus" "Haliphron atlanticus"
"2386" "Lumpenus sagitta" "Haliphron atlanticus"
"2387" "Nototheniops larseni" "Haliphron atlanticus"
"2388" "Oncorhynchus gorbuscha" "Haliphron atlanticus"
"2389" "Oncorhynchus keta" "Haliphron atlanticus"
"2390" "Ophiodon elongatus" "Haliphron atlanticus"
"2391" "Pleuragramma antarcticum" "Haliphron atlanticus"
"2392" "Psychrolutes paradoxus" "Haliphron atlanticus"
"2393" "Rhamphocottus richardsoni" "Haliphron atlanticus"
"2394" "Theragra chalcogramma" "Haliphron atlanticus"
"2395" "Calliopius sp." "Hatchet fish"
"2396" "Clupea pallasii" "Hatchet fish"
"2397" "Copepod copepodite" "Hatchet fish"
"2398" "Copepod egg" "Hatchet fish"
"2399" "copepod nauplius" "Hatchet fish"
"2400" "Eucalanus bungii" "Hatchet fish"
"2401" "Lumpenus sagitta" "Hatchet fish"
"2402" "Pleuragramma antarcticum" "Hatchet fish"
"2403" "Rhincalanus gigas" "Hatchet fish"
"2404" "Roundworm" "Hatchet fish"
"2405" "Schistomysis spiritus" "Hatchet fish"
"2406" "Theragra chalcogramma" "Hatchet fish"
"2407" "Thysanoessa inermis" "Hatchet fish"
"2408" "Thysanoessa spinefera" "Hatchet fish"
"2409" "Acanthocepola sp." "Hatchet fish"
"2410" "Benthosema glaciale" "Hatchet fish"
"2411" "Carangoides sp." "Hatchet fish"
"2412" "Ceratoscopelus maderensis" "Hatchet fish"
"2413" "Cynoglossus sp." "Hatchet fish"
"2414" "Diaphus garmani" "Hatchet fish"
"2415" "Hygophum benoiti" "Hatchet fish"
"2416" "Lampanyctus crocodilus" "Hatchet fish"
"2417" "Merluccius productus" "Hatchet fish"
"2418" "Myctophum asperum" "Hatchet fish"
"2419" "Myctophum punctatum" "Hatchet fish"
"2420" "Notolepis rissoi" "Hatchet fish"
"2421" "Scorpaenodes sp." "Hatchet fish"
"2422" "Sebastes sp." "Hatchet fish"
"2423" "Agonus cataphractus" "Hippoglossina oblonga"
"2424" "Ammodytes sp." "Hippoglossina oblonga"
"2425" "amphipod" "Hippoglossina oblonga"
"2426" "Arctozenus risso" "Hippoglossina oblonga"
"2427" "Benthosema glaciale" "Hippoglossina oblonga"
"2428" "Bivalve" "Hippoglossina oblonga"
"2429" "Buglossidium luteum" "Hippoglossina oblonga"
"2430" "Callionymus lyra" "Hippoglossina oblonga"
"2431" "Callionymus maculatus" "Hippoglossina oblonga"
"2432" "Capros aper" "Hippoglossina oblonga"
"2433" "Ceratoscopelus maderensis" "Hippoglossina oblonga"
"2434" "Chaetognatha" "Hippoglossina oblonga"
"2435" "Clupeoid" "Hippoglossina oblonga"
"2436" "crustacean" "Hippoglossina oblonga"
"2437" "crustacean larva" "Hippoglossina oblonga"
"2438" "Deltentosteus quadrimaculatus" "Hippoglossina oblonga"
"2439" "euphausia" "Hippoglossina oblonga"
"2440" "Euphausid furcilia" "Hippoglossina oblonga"
"2441" "fish larvae" "Hippoglossina oblonga"
"2442" "Funchalia woodwardii" "Hippoglossina oblonga"
"2443" "Gadiculus argenteus" "Hippoglossina oblonga"
"2444" "Gadiculus sp." "Hippoglossina oblonga"
"2445" "Gadoid" "Hippoglossina oblonga"
"2446" "Gaidropsarus sp." "Hippoglossina oblonga"
"2447" "Gaidropsarus vulgaris" "Hippoglossina oblonga"
"2448" "gastropod" "Hippoglossina oblonga"
"2449" "gelatinous" "Hippoglossina oblonga"
"2450" "Glyptocephalus cynoglossus" "Hippoglossina oblonga"
"2451" "Goby" "Hippoglossina oblonga"
"2452" "Gonostomatidae sp." "Hippoglossina oblonga"
"2453" "Hatchet fish" "Hippoglossina oblonga"
"2454" "Hyperidae" "Hippoglossina oblonga"
"2455" "Insects" "Hippoglossina oblonga"
"2456" "Lepidotrigla cavillone" "Hippoglossina oblonga"
"2457" "Lobianchia gemellari" "Hippoglossina oblonga"
"2458" "Loligo pealei or Illex illecebrosus" "Hippoglossina oblonga"
"2459" "Macroparalepis affinis" "Hippoglossina oblonga"
"2460" "Maurolicus muelleri" "Hippoglossina oblonga"
"2461" "Meganyctiphanes norvegica" "Hippoglossina oblonga"
"2462" "Myctophid" "Hippoglossina oblonga"
"2463" "Myctophum punctatum" "Hippoglossina oblonga"
"2464" "Mysidacea" "Hippoglossina oblonga"
"2465" "Notothenia gibberifrons" "Hippoglossina oblonga"
"2466" "Octopoteuthis sp" "Hippoglossina oblonga"
"2467" "Ophidion elongatus" "Hippoglossina oblonga"
"2468" "Paralepididae sp" "Hippoglossina oblonga"
"2469" "Parathemisto gaudichaudi" "Hippoglossina oblonga"
"2470" "Rockling" "Hippoglossina oblonga"
"2471" "Scaldfish" "Hippoglossina oblonga"
"2472" "Scyliorhinus canicula" "Hippoglossina oblonga"
"2473" "Sepiolidae" "Hippoglossina oblonga"
"2474" "Serranus hepatus" "Hippoglossina oblonga"
"2475" "silversides, anchovies and 'other fish prey'" "Hippoglossina oblonga"
"2476" "Sprattus sprattus" "Hippoglossina oblonga"
"2477" "squid unidentified" "Hippoglossina oblonga"
"2478" "Symbolophorus veranyi" "Hippoglossina oblonga"
"2479" "Themisto pacifica" "Hippoglossina oblonga"
"2480" "Trisopterus esmarkii" "Hippoglossina oblonga"
"2481" "unidentified invertebrate" "Hippoglossina oblonga"
"2482" "unidentified squid" "Hippoglossina oblonga"
"2483" "Ammodytes hexapterus" "Hippoglossina oblonga"
"2484" "Anarhichas lupus" "Hippoglossina oblonga"
"2485" "Anarhichas minor" "Hippoglossina oblonga"
"2486" "Chionodraco rastrospinosus" "Hippoglossina oblonga"
"2487" "Clupea pallasii" "Hippoglossina oblonga"
"2488" "Dicentrarchus labrax" "Hippoglossina oblonga"
"2489" "Gasterosteus aculeatus" "Hippoglossina oblonga"
"2490" "Gilbertidia sigalutes" "Hippoglossina oblonga"
"2491" "Hemilepidotus hemilepidotus" "Hippoglossina oblonga"
"2492" "Hemilepidotus spinosus" "Hippoglossina oblonga"
"2493" "Hexagrammos decagrammus" "Hippoglossina oblonga"
"2494" "Hypomesus pretiosus" "Hippoglossina oblonga"
"2495" "Lumpenus sagitta" "Hippoglossina oblonga"
